project,source_internal_path,selected_bundle_path,bytes,sha256,purpose,caution
build123d,src/build123d/topology/shape_core.py,upstream_reference/build123d/src/build123d/topology/shape_core.py,154683,d446be1c5c203760c43957fca6dce511828f65ea7b1876103f66d5e0e9c21add,primary CAD API/topology/tessellation/export reference,REFERENCE_ONLY; product imports forbidden until runtime/adaptor adoption
build123d,src/build123d/topology/one_d.py,upstream_reference/build123d/src/build123d/topology/one_d.py,185157,73d31158e2656697f962266e32a6e1f4ddcac7212a2479f06242d04b08afb1e0,primary CAD API/topology/tessellation/export reference,REFERENCE_ONLY; product imports forbidden until runtime/adaptor adoption
build123d,src/build123d/topology/two_d.py,upstream_reference/build123d/src/build123d/topology/two_d.py,108433,bb118e56762ecfb505d8d6fa8d96e10cd6f33eca4e0583e736bc02718fcb6674,primary CAD API/topology/tessellation/export reference,REFERENCE_ONLY; product imports forbidden until runtime/adaptor adoption
build123d,src/build123d/topology/three_d.py,upstream_reference/build123d/src/build123d/topology/three_d.py,69185,4f9efdd2675dd1b531b40fbca6395175e68929ebac8c092ab1ec37bd09007903,primary CAD API/topology/tessellation/export reference,REFERENCE_ONLY; product imports forbidden until runtime/adaptor adoption
build123d,src/build123d/topology/history.py,upstream_reference/build123d/src/build123d/topology/history.py,15288,23c28f16c99b8e187c4bc17ca8c9a3568af9fae24b21b0fcef4f480d6fc1baa1,primary CAD API/topology/tessellation/export reference,REFERENCE_ONLY; product imports forbidden until runtime/adaptor adoption
build123d,src/build123d/topology/utils.py,upstream_reference/build123d/src/build123d/topology/utils.py,12142,6f6f742a5cf58b04735112d9d8364baa85f7a58c1498380e6b0bf3d75a80237e,primary CAD API/topology/tessellation/export reference,REFERENCE_ONLY; product imports forbidden until runtime/adaptor adoption
build123d,src/build123d/topology/uv_write.py,upstream_reference/build123d/src/build123d/topology/uv_write.py,35460,d515179dae8c67d0d9b15fa5e7dadfd590bfd386226c318ff0d74f454b0d2f2c,primary CAD API/topology/tessellation/export reference,REFERENCE_ONLY; product imports forbidden until runtime/adaptor adoption
build123d,docs/key_concepts.rst,upstream_reference/build123d/docs/key_concepts.rst,8312,3d0ae218990ee8191d99280281f6551cfc7b1c83b63e083b9adbff799ab86251,primary CAD API/topology/tessellation/export reference,REFERENCE_ONLY; product imports forbidden until runtime/adaptor adoption
build123d,docs/build_line.rst,upstream_reference/build123d/docs/build_line.rst,9647,0ffd01ca7e8bb65ed051080bdede6a9019767ae4b12251a616f01b195b4a90f8,primary CAD API/topology/tessellation/export reference,REFERENCE_ONLY; product imports forbidden until runtime/adaptor adoption
build123d,docs/build_sketch.rst,upstream_reference/build123d/docs/build_sketch.rst,6048,f62d9af85ba158269504b89d40e25cdb75c8e6155859f04c0067027e24bf4db0,primary CAD API/topology/tessellation/export reference,REFERENCE_ONLY; product imports forbidden until runtime/adaptor adoption
build123d,docs/build_part.rst,upstream_reference/build123d/docs/build_part.rst,3238,36ba7da31908824b490c8ddfc904c2bc23009f1057acde77be9ff66e4e8b899e,primary CAD API/topology/tessellation/export reference,REFERENCE_ONLY; product imports forbidden until runtime/adaptor adoption
build123d,docs/operations.rst,upstream_reference/build123d/docs/operations.rst,11878,33cf4f71d836ee51186871ae9070570aaa91f0703e4817d3d5bbb001f4ed427b,primary CAD API/topology/tessellation/export reference,REFERENCE_ONLY; product imports forbidden until runtime/adaptor adoption
build123d,docs/assemblies.rst,upstream_reference/build123d/docs/assemblies.rst,11358,0ed7d9499634ffa84125e574a9dd0f516dd7edca8ea5fcf1780fbaa46cf07597,primary CAD API/topology/tessellation/export reference,REFERENCE_ONLY; product imports forbidden until runtime/adaptor adoption
build123d,docs/joints.rst,upstream_reference/build123d/docs/joints.rst,8908,1b2c527e1f465720f209a2967aa91b92dfdb7e19f84ed4e63e16e208e83958cb,primary CAD API/topology/tessellation/export reference,REFERENCE_ONLY; product imports forbidden until runtime/adaptor adoption
build123d,docs/import_export.rst,upstream_reference/build123d/docs/import_export.rst,13800,27ecd88c0c668efd005de51abb358d5279d6f98bc821c9613f47978a4e7f0115,primary CAD API/topology/tessellation/export reference,REFERENCE_ONLY; product imports forbidden until runtime/adaptor adoption
build123d,docs/selectors.rst,upstream_reference/build123d/docs/selectors.rst,8316,5a293d2d19f6f5c79b20aa3613d6ef2cc888e5773b3843d040576ade0e249c22,primary CAD API/topology/tessellation/export reference,REFERENCE_ONLY; product imports forbidden until runtime/adaptor adoption
build123d,docs/topology_selection.rst,upstream_reference/build123d/docs/topology_selection.rst,27462,23ae513ffc6eb1374662682f919faeedc282cb9ae678fa1fe0a80a70c98a2fd0,primary CAD API/topology/tessellation/export reference,REFERENCE_ONLY; product imports forbidden until runtime/adaptor adoption
build123d,examples/extrude.py,upstream_reference/build123d/examples/extrude.py,3836,865c63b6df41605b359a145c5fba64eb7c73b33cb5b3d5298aa032384a8fd9ff,primary CAD API/topology/tessellation/export reference,REFERENCE_ONLY; product imports forbidden until runtime/adaptor adoption
build123d,examples/loft.py,upstream_reference/build123d/examples/loft.py,1407,f99021f98a54525cad9c408f23f70c4f5ce910be4610df9f54b7ce895b450d57,primary CAD API/topology/tessellation/export reference,REFERENCE_ONLY; product imports forbidden until runtime/adaptor adoption
build123d,examples/joints.py,upstream_reference/build123d/examples/joints.py,3637,4d0c0fa4a6b5bae67da1f0e51ea17dfa1af6cb1e4e688887574c488269d7273e,primary CAD API/topology/tessellation/export reference,REFERENCE_ONLY; product imports forbidden until runtime/adaptor adoption
build123d,examples/stud_wall.py,upstream_reference/build123d/examples/stud_wall.py,4830,43038116e2bae0e1d0f166bb06feb8b288389b605e43a5f4b3c9ccce4c70b7c5,primary CAD API/topology/tessellation/export reference,REFERENCE_ONLY; product imports forbidden until runtime/adaptor adoption
build123d,examples/intersecting_chamfers.py,upstream_reference/build123d/examples/intersecting_chamfers.py,620,f6b60dc28bbb19996f14aec7c85f84372640d4f2951805e755552a150ac209e2,primary CAD API/topology/tessellation/export reference,REFERENCE_ONLY; product imports forbidden until runtime/adaptor adoption
build123d,examples/multiple_workplanes.py,upstream_reference/build123d/examples/multiple_workplanes.py,255,a994bd812e7dd426b203394174cdf4656f0065b4abfde7e29445b87c492e1ee9,primary CAD API/topology/tessellation/export reference,REFERENCE_ONLY; product imports forbidden until runtime/adaptor adoption
build123d,examples/twist_extrude.py,upstream_reference/build123d/examples/twist_extrude.py,1266,1e102bd27a5ad31d2d25529257cb1fb6e2dcd75af0fc4f6a67ed30be7e00b71c,primary CAD API/topology/tessellation/export reference,REFERENCE_ONLY; product imports forbidden until runtime/adaptor adoption
build123d,tests/test_build_line.py,upstream_reference/build123d/tests/test_build_line.py,30275,515fdc16e27151969c720250529556055c92d0fc3cd288916527320e2fd2ba58,primary CAD API/topology/tessellation/export reference,REFERENCE_ONLY; product imports forbidden until runtime/adaptor adoption
build123d,tests/test_build_part.py,upstream_reference/build123d/tests/test_build_part.py,37466,758ff2a46246911cd9f23d6b200f5bc65659f654f7c725fe0a6a4fd6218fab44,primary CAD API/topology/tessellation/export reference,REFERENCE_ONLY; product imports forbidden until runtime/adaptor adoption
build123d,tests/test_exporters3d.py,upstream_reference/build123d/tests/test_exporters3d.py,26600,752c23ff50b040bf92e6312a29ff95f0ff88ca1a3d1353e2373bd008cf18ec7e,primary CAD API/topology/tessellation/export reference,REFERENCE_ONLY; product imports forbidden until runtime/adaptor adoption
build123d,tests/test_joints.py,upstream_reference/build123d/tests/test_joints.py,22440,1cf7a6e47798b57db4b65d12e1d9f317150addcb49a2497a9212e6b57a3fe62b,primary CAD API/topology/tessellation/export reference,REFERENCE_ONLY; product imports forbidden until runtime/adaptor adoption
build123d,tests/test_topo_explore.py,upstream_reference/build123d/tests/test_topo_explore.py,11532,ad028c3cca84797513cd91f0b4cf196235a4b471647b4d50a9a4e23acbf82aaa,primary CAD API/topology/tessellation/export reference,REFERENCE_ONLY; product imports forbidden until runtime/adaptor adoption
cadquery,LICENSE,upstream_reference/cadquery/LICENSE,11485,7345486c76eb0160046e06c9c77797294979e15fc7cd1502d5c9cb650931bb84,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,README.md,upstream_reference/cadquery/README.md,12217,6b9440311a628fcbf5d52aea5c9e84097df6954e28e3f27d0c7c5c7db6a592f4,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,setup.py,upstream_reference/cadquery/setup.py,3077,2c25f9d01ecab5eb327521e9bf81859957fe67c3f0267b1497b39334e53295bb,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,cadquery/__init__.py,upstream_reference/cadquery/cadquery/__init__.py,1634,cbe257f6e3e83d97680cd848eaa24354378a8a870a06c5237aa707cfe93e0c79,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,cadquery/cq.py,upstream_reference/cadquery/cadquery/cq.py,171042,0638099b91984818ad36b7b17163409746c5b992670198aecd1213776e591a8b,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,cadquery/sketch.py,upstream_reference/cadquery/cadquery/sketch.py,35846,8d1af508d3aa6da2b1fd73903fa7e51b193c9001ae1494560ea8a63128dbff19,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,cadquery/assembly.py,upstream_reference/cadquery/cadquery/assembly.py,27099,749f5ac94978cc99b17a4b232731adcede2dc71994fe398366ce89335086f5e6,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,cadquery/selectors.py,upstream_reference/cadquery/cadquery/selectors.py,26001,5c6ba0929bab58fe992a56c1ad323cd29c5a934efc2ae7f82de1ec8451146fdf,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,cadquery/occ_impl/geom.py,upstream_reference/cadquery/cadquery/occ_impl/geom.py,36082,4187177555075415348db37935004c42769e4585ab9c445609e62926d7413c03,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,cadquery/occ_impl/shapes.py,upstream_reference/cadquery/cadquery/occ_impl/shapes.py,234336,8aae09058ad717eecca4ee958cffa57950f47131691411b4625617406780760b,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,cadquery/occ_impl/assembly.py,upstream_reference/cadquery/cadquery/occ_impl/assembly.py,27349,5833706ad3cce77816ee95d3ec1480c4160e672916928dfa5885a2b7ee1688e8,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,doc/designprinciples.rst,upstream_reference/cadquery/doc/designprinciples.rst,3289,26158f3c7e4d11275a6cb202e6c999f4ef73c2a91b3d748d9521fb50fad5dfe8,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,doc/workplane.rst,upstream_reference/cadquery/doc/workplane.rst,21741,c5d9415a8fe2e4180e9738fce8ce67f70e1fa187cfa41caa6a051096f3ad62e3,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,doc/sketch.rst,upstream_reference/cadquery/doc/sketch.rst,9723,674bee1fe6016c58bf3b62ef5f0d52e3381b09f2bb3a2ebb54ba89ec074be95c,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,doc/assy.rst,upstream_reference/cadquery/doc/assy.rst,91922,118dc3d82e07b2b13406e8afc7634ddf142ce779d178d498ddd04f579a75deed,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,doc/selectors.rst,upstream_reference/cadquery/doc/selectors.rst,9105,936495fb834b0344ffb1725624e92262c9a1c72f096862e358973623f881b23d,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,doc/importexport.rst,upstream_reference/cadquery/doc/importexport.rst,23613,0feafbae2884d3032839a3386d2ccb4542fe392c3a32ec4de9c729ceccd329db,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,examples/Ex005_Extruded_Lines_and_Arcs.py,upstream_reference/cadquery/examples/Ex005_Extruded_Lines_and_Arcs.py,2451,c71bb9fa62945e3bbaf8a673c095a388b1aa97bdddf51182ea8215fc1751c43d,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,examples/Ex008_Polygon_Creation.py,upstream_reference/cadquery/examples/Ex008_Polygon_Creation.py,2073,0dc035ff393dc157fd5eedd281a4ea6aff2ad19e048df0bf0e1d9caa74ba6059,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,examples/Ex009_Polylines.py,upstream_reference/cadquery/examples/Ex009_Polylines.py,1541,c8a2915ddd9e2cbea16ea28e599ffc2b7798eac6a236d3a3c44e068b64d126c5,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,examples/Ex010_Defining_an_Edge_with_a_Spline.py,upstream_reference/cadquery/examples/Ex010_Defining_an_Edge_with_a_Spline.py,730,ce1e7fcca54e345b0df797ee88a9501b1ef686416cc4b8640011f957590de90c,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,examples/Ex017_Shelling_to_Create_Thin_Features.py,upstream_reference/cadquery/examples/Ex017_Shelling_to_Create_Thin_Features.py,631,c476c5a9f5fdc807d3a01495ce10f27fd40f2886584eab18b5c3b8e92deb2ae0,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,examples/Ex018_Making_Lofts.py,upstream_reference/cadquery/examples/Ex018_Making_Lofts.py,937,300a64d23d406cfd31b38f2cbe2ab1bd90ebebc2915a8aff3caeee70dda5ad4a,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,examples/Ex020_Rounding_Corners_with_Fillets.py,upstream_reference/cadquery/examples/Ex020_Rounding_Corners_with_Fillets.py,630,5e81c34b35302ecd29d9edefd614a50fa864552afdbf35552c4ae88adbdd7f38,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,examples/Ex021_Splitting_an_Object.py,upstream_reference/cadquery/examples/Ex021_Splitting_an_Object.py,1259,66d7e5d1410ea7db8f1d889594e6dcde263f33432c8db72cd899e752774e7f51,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,examples/Ex022_Revolution.py,upstream_reference/cadquery/examples/Ex022_Revolution.py,1054,aa444da5b898ce99a45244c41f34ea51eaf9afdad1b5065081d9abfde7fb693e,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,examples/Ex023_Sweep.py,upstream_reference/cadquery/examples/Ex023_Sweep.py,1538,8b4ca6915c4d45c7b8bccff5050b79b1dfefe82251c8b832c359bf4e3021b8a3,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,examples/Ex024_Sweep_With_Multiple_Sections.py,upstream_reference/cadquery/examples/Ex024_Sweep_With_Multiple_Sections.py,2232,bcbb61922e17a0520627e3e27b75601809ea7be5973f204a808b64b5034e9676,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,tests/test_workplanes.py,upstream_reference/cadquery/tests/test_workplanes.py,11760,1dab3a2d0de450f23a9d3ed9c49c4a909fe07fe170d9fd0fa5a2bb44034b6fcf,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,tests/test_shapes.py,upstream_reference/cadquery/tests/test_shapes.py,11705,a51acb544b640cc5812aafc219a14ab89b478303d87652f6382e117a24f9f726,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,tests/test_sketch.py,upstream_reference/cadquery/tests/test_sketch.py,24171,162158658008966f74e53ff5ba5f13968da1e1f4dd4903a119724d3664436b99,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,tests/test_assembly.py,upstream_reference/cadquery/tests/test_assembly.py,81501,7b62b350e3b14268c7bf203369146e92f51eeeb14b81e4f0f48ed5ef2530258a,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
cadquery,tests/test_exporters.py,upstream_reference/cadquery/tests/test_exporters.py,32172,035d40397c2c4e65378b7394ed763e0d9b28d306763133af2322ef04cc351074,OCP API/result comparison oracle,REFERENCE_ONLY; never a parallel authoritative writer
building_tools,LICENSE,upstream_reference/building_tools/LICENSE,1068,527ee82ce8e1e7d655baf12728b10645e7440328dd385e1c6ba892df944eb416,arch/door/roof/stair/railing grammar reference,REFERENCE_ONLY; Blender/BMesh is not product authority
building_tools,README.md,upstream_reference/building_tools/README.md,2588,198714ba90948d65776c9ab14437ec802868722bac02617376068b7a22e1e739,arch/door/roof/stair/railing grammar reference,REFERENCE_ONLY; Blender/BMesh is not product authority
building_tools,pyproject.toml,upstream_reference/building_tools/pyproject.toml,847,a23755360979b45aa5ba5a2e1e10e24b0b4b718dd7f565ab7a14bf5901852d5b,arch/door/roof/stair/railing grammar reference,REFERENCE_ONLY; Blender/BMesh is not product authority
building_tools,btools/building/arch.py,upstream_reference/building_tools/btools/building/arch.py,4475,6a2e532ed6f14dddaed6c2e1ee3bcffd7d98f740bac844b26fad34f140b72cee,arch/door/roof/stair/railing grammar reference,REFERENCE_ONLY; Blender/BMesh is not product authority
building_tools,btools/building/frame.py,upstream_reference/building_tools/btools/building/frame.py,1936,5cca5b1a40a974371a1656f131c05902cbbfca252c3bcb110e0615ebfa4d2d4e,arch/door/roof/stair/railing grammar reference,REFERENCE_ONLY; Blender/BMesh is not product authority
building_tools,btools/building/generator.py,upstream_reference/building_tools/btools/building/generator.py,7700,adff7d1925abb23d44cb37e4212314a74e8af9aee03e7001786490396c820e95,arch/door/roof/stair/railing grammar reference,REFERENCE_ONLY; Blender/BMesh is not product authority
building_tools,btools/building/sizeoffset.py,upstream_reference/building_tools/btools/building/sizeoffset.py,5660,db1b3440d389be9182f43a373e90c099aa87ac90028d4026017e1a4cb51bad9e,arch/door/roof/stair/railing grammar reference,REFERENCE_ONLY; Blender/BMesh is not product authority
building_tools,btools/building/door/door_ops.py,upstream_reference/building_tools/btools/building/door/door_ops.py,1832,53700555514a618a81d1c07ab7929fbc5c60855ac8369aad365490d07660c699,arch/door/roof/stair/railing grammar reference,REFERENCE_ONLY; Blender/BMesh is not product authority
building_tools,btools/building/door/door_props.py,upstream_reference/building_tools/btools/building/door/door_props.py,3610,cef33c3971f4d8071ac6648c179273736ab7172c1c3c8300bb58447d94386c34,arch/door/roof/stair/railing grammar reference,REFERENCE_ONLY; Blender/BMesh is not product authority
building_tools,btools/building/door/door_types.py,upstream_reference/building_tools/btools/building/door/door_types.py,6166,4afe4b6103591ba8eafae0511c62b46bcf76e8bc4fd1f8b9d2a354f5f05614f5,arch/door/roof/stair/railing grammar reference,REFERENCE_ONLY; Blender/BMesh is not product authority
building_tools,btools/building/roof/roof_ops.py,upstream_reference/building_tools/btools/building/roof/roof_ops.py,1633,6a7b273e385a76223b0a8b50123c7cf2a3d822f5496d8d5273b4d7c8a47521af,arch/door/roof/stair/railing grammar reference,REFERENCE_ONLY; Blender/BMesh is not product authority
building_tools,btools/building/roof/roof_props.py,upstream_reference/building_tools/btools/building/roof/roof_props.py,2613,90248d54e6608b1dca926e2706f4cb3b7a3f2df50b50f02d32197367bef425cf,arch/door/roof/stair/railing grammar reference,REFERENCE_ONLY; Blender/BMesh is not product authority
building_tools,btools/building/roof/roof_types.py,upstream_reference/building_tools/btools/building/roof/roof_types.py,16609,f9a0d5cb58cda461e394b74660286fa8959b5e748f665fc686b616ffde7bd475,arch/door/roof/stair/railing grammar reference,REFERENCE_ONLY; Blender/BMesh is not product authority
building_tools,btools/building/stairs/stairs_ops.py,upstream_reference/building_tools/btools/building/stairs/stairs_ops.py,1626,b17f80deb5d4ac11f726b6e1624b79b3db4f927abfbbd723ad1b6076b381df31,arch/door/roof/stair/railing grammar reference,REFERENCE_ONLY; Blender/BMesh is not product authority
building_tools,btools/building/stairs/stairs_props.py,upstream_reference/building_tools/btools/building/stairs/stairs_props.py,3125,8052d7ade9797ceeb813808331ab5cee227845bed03ff0a8adf846b7267334e6,arch/door/roof/stair/railing grammar reference,REFERENCE_ONLY; Blender/BMesh is not product authority
building_tools,btools/building/stairs/stairs_types.py,upstream_reference/building_tools/btools/building/stairs/stairs_types.py,11345,0b80399de1e79ee7ee30db29386dfdac542fe82c1561ae7b8300ea583e85ac30,arch/door/roof/stair/railing grammar reference,REFERENCE_ONLY; Blender/BMesh is not product authority
building_tools,btools/building/railing/railing.py,upstream_reference/building_tools/btools/building/railing/railing.py,11017,349eb37eb8598c9de7d85ad5bf551f5c2bc6acdc46c321775fc450cf4344ed8b,arch/door/roof/stair/railing grammar reference,REFERENCE_ONLY; Blender/BMesh is not product authority
building_tools,btools/building/railing/railing_props.py,upstream_reference/building_tools/btools/building/railing/railing_props.py,4119,6b4043e02446ee5dbf4aea90158b8999a88838e498b9d9d88d38b9c36cb4f9c1,arch/door/roof/stair/railing grammar reference,REFERENCE_ONLY; Blender/BMesh is not product authority
building_tools,btools/utils/util_common.py,upstream_reference/building_tools/btools/utils/util_common.py,5237,78e2557516a0ecb246328f0542907a44c64e1f5d1f58bc95908dbc27b29efd5c,arch/door/roof/stair/railing grammar reference,REFERENCE_ONLY; Blender/BMesh is not product authority
building_tools,btools/utils/util_geometry.py,upstream_reference/building_tools/btools/utils/util_geometry.py,3210,e44bbb0629822978b72d00f07b424df692be1aabc83401e41ae48f0b30160b59,arch/door/roof/stair/railing grammar reference,REFERENCE_ONLY; Blender/BMesh is not product authority
building_tools,btools/utils/util_mesh.py,upstream_reference/building_tools/btools/utils/util_mesh.py,15681,340d16d6bd13c45a3887822e5d8e0fd81c60efe9a372ec51b05575df73f13e19,arch/door/roof/stair/railing grammar reference,REFERENCE_ONLY; Blender/BMesh is not product authority
building_tools,tests/test_utils.py,upstream_reference/building_tools/tests/test_utils.py,14154,41685aa0c9545ba593715d2420b4cfff23a495cf9c37f71279547b95657b0adb,arch/door/roof/stair/railing grammar reference,REFERENCE_ONLY; Blender/BMesh is not product authority
building_tools,tests/test_floors.py,upstream_reference/building_tools/tests/test_floors.py,2969,1f06350d9c74b0cc4892c845a7561b51ba44de788ac49899ec16d41f9cd543fc,arch/door/roof/stair/railing grammar reference,REFERENCE_ONLY; Blender/BMesh is not product authority
